OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
4516,2015-08-21T15:00:00.000Z,SP,Tijuca,O3,Boa,31
4517,2015-08-21T15:00:00.000Z,IR,Irajá,O3,Boa,42
4518,2015-08-21T15:00:00.000Z,BG,Bangu,O3,Boa,44
4519,2015-08-21T15:00:00.000Z,CG,Campo Grande,NO2,Boa,18
4520,2015-08-21T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,38
4521,2015-08-22T15:00:00.000Z,CA,Centro,PI,Boa,28
4522,2015-08-22T15:00:00.000Z,AV,Copacabana,PI,Regular,64
4523,2015-08-22T15:00:00.000Z,SC,São Cristóvão,Indisponivel,Indisponivel,
4524,2015-08-22T15:00:00.000Z,SP,Tijuca,O3,Boa,41
4525,2015-08-22T15:00:00.000Z,IR,Irajá,O3,Regular,62
4526,2015-08-22T15:00:00.000Z,BG,Bangu,O3,Regular,64
4527,2015-08-22T15:00:00.000Z,CG,Campo Grande,PI,Boa,34
4528,2015-08-22T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,45
4529,2015-08-23T15:00:00.000Z,CA,Centro,O3,Regular,54
4530,2015-08-23T15:00:00.000Z,AV,Copacabana,PI,Regular,54
4531,2015-08-23T15:00:00.000Z,SC,São Cristóvão,Indisponivel,Indisponivel,
4532,2015-08-23T15:00:00.000Z,SP,Tijuca,O3,Regular,71
4533,2015-08-23T15:00:00.000Z,IR,Irajá,O3,Má,203
4534,2015-08-23T15:00:00.000Z,BG,Bangu,O3,Regular,89
4535,2015-08-23T15:00:00.000Z,CG,Campo Grande,PI,Boa,44
4536,2015-08-23T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,49
4537,2015-08-24T15:00:00.000Z,CA,Centro,PI,Boa,46
4538,2015-08-24T15:00:00.000Z,AV,Copacabana,PI,Regular,62
4539,2015-08-24T15:00:00.000Z,SC,São Cristóvão,Indisponivel,Indisponivel,
4540,2015-08-24T15:00:00.000Z,SP,Tijuca,O3,Regular,63
4541,2015-08-24T15:00:00.000Z,IR,Irajá,O3,Inadequada,139
4542,2015-08-24T15:00:00.000Z,BG,Bangu,O3,Inadequada,150
4543,2015-08-24T15:00:00.000Z,CG,Campo Grande,PI,Boa,42
4544,2015-08-24T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,57
4545,2015-08-25T15:00:00.000Z,IR,Irajá,PI,Boa,34
4546,2015-08-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,35
4547,2015-08-25T15:00:00.000Z,SC,São Cristóvão,O3,Boa,35
4548,2015-08-25T15:00:00.000Z,SP,Tijuca,PI,Boa,39
4549,2015-08-25T15:00:00.000Z,BG,Bangu,O3,Boa,38
4550,2015-08-25T15:00:00.000Z,CA,Centro,PI,Boa,38
4551,2015-08-25T15:00:00.000Z,CG,Campo Grande,PI,Boa,29
4552,2015-08-25T15:00:00.000Z,AV,Copacabana,PI,Regular,63
4553,2015-08-26T15:00:00.000Z,BG,Bangu,PI,Boa,45
4554,2015-08-26T15:00:00.000Z,CA,Centro,PI,Boa,41
4555,2015-08-26T15:00:00.000Z,CG,Campo Grande,PI,Boa,49
4556,2015-08-26T15:00:00.000Z,IR,Irajá,PI,Boa,40
4557,2015-08-26T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,38
4558,2015-08-26T15:00:00.000Z,SP,Tijuca,PI,Boa,40
4559,2015-08-26T15:00:00.000Z,SC,São Cristóvão,Indisponivel,Indisponivel,
4560,2015-08-26T15:00:00.000Z,AV,Copacabana,PI,Regular,62
4561,2015-08-27T15:00:00.000Z,BG,Bangu,O3,Boa,50
4562,2015-08-27T15:00:00.000Z,CA,Centro,PI,Boa,36
4563,2015-08-27T15:00:00.000Z,CG,Campo Grande,O3,Boa,40
4564,2015-08-27T15:00:00.000Z,IR,Irajá,O3,Boa,48
4565,2015-08-27T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,43
4566,2015-08-27T15:00:00.000Z,SC,São Cristóvão,O3,Boa,44
4567,2015-08-27T15:00:00.000Z,SP,Tijuca,O3,Boa,38
4568,2015-08-27T15:00:00.000Z,AV,Copacabana,PI,Regular,57
4569,2015-08-28T15:00:00.000Z,AV,Copacabana,PI,Boa,49
4570,2015-08-28T15:00:00.000Z,BG,Bangu,O3,Regular,53
4571,2015-08-28T15:00:00.000Z,CA,Centro,PI,Boa,29
4572,2015-08-28T15:00:00.000Z,CG,Campo Grande,O3,Boa,49
4573,2015-08-28T15:00:00.000Z,IR,Irajá,O3,Boa,48
4574,2015-08-28T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,41
4575,2015-08-28T15:00:00.000Z,SC,São Cristóvão,O3,Boa,38
4576,2015-08-28T15:00:00.000Z,SP,Tijuca,O3,Boa,37
4577,2015-08-29T15:00:00.000Z,AV,Copacabana,PI,Regular,51
4578,2015-08-29T15:00:00.000Z,BG,Bangu,O3,Regular,81
4579,2015-08-29T15:00:00.000Z,CA,Centro,PI,Boa,35
4580,2015-08-29T15:00:00.000Z,CG,Campo Grande,O3,Regular,63
4581,2015-08-29T15:00:00.000Z,IR,Irajá,O3,Regular,68
4582,2015-08-29T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,51
4583,2015-08-29T15:00:00.000Z,SC,São Cristóvão,O3,Boa,43
4584,2015-08-29T15:00:00.000Z,SP,Tijuca,O3,Boa,43
4585,2015-08-30T15:00:00.000Z,CG,Campo Grande,O3,Regular,63
4586,2015-08-30T15:00:00.000Z,IR,Irajá,O3,Inadequada,144
4587,2015-08-30T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,63
4588,2015-08-30T15:00:00.000Z,SC,São Cristóvão,O3,Boa,39
4589,2015-08-30T15:00:00.000Z,SP,Tijuca,PI,Boa,48
4590,2015-08-30T15:00:00.000Z,AV,Copacabana,PI,Regular,58
4591,2015-08-30T15:00:00.000Z,BG,Bangu,O3,Má,200
4592,2015-08-30T15:00:00.000Z,CA,Centro,O3,Boa,46
4593,2015-08-31T15:00:00.000Z,AV,Copacabana,PI,Regular,67
4594,2015-08-31T15:00:00.000Z,BG,Bangu,O3,Inadequada,197
4595,2015-08-31T15:00:00.000Z,CA,Centro,O3,Regular,76
4596,2015-08-31T15:00:00.000Z,CG,Campo Grande,O3,Regular,56
4597,2015-08-31T15:00:00.000Z,IR,Irajá,O3,Má,206
4598,2015-08-31T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,84
4599,2015-08-31T15:00:00.000Z,SC,São Cristóvão,O3,Regular,80
4600,2015-08-31T15:00:00.000Z,SP,Tijuca,O3,Inadequada,133
4601,2015-09-01T15:00:00.000Z,AV,Copacabana,PI,Regular,77
4602,2015-09-01T15:00:00.000Z,BG,Bangu,O3,Inadequada,115
4603,2015-09-01T15:00:00.000Z,CA,Centro,O3,Regular,72
4604,2015-09-01T15:00:00.000Z,CG,Campo Grande,O3,Regular,93
4605,2015-09-01T15:00:00.000Z,IR,Irajá,O3,Inadequada,196
4606,2015-09-01T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,90
4607,2015-09-01T15:00:00.000Z,SC,São Cristóvão,O3,Inadequada,167
4608,2015-09-01T15:00:00.000Z,SP,Tijuca,O3,Regular,82
4609,2015-09-02T15:00:00.000Z,CA,Centro,PI,Boa,42
4610,2015-09-02T15:00:00.000Z,AV,Copacabana,PI,Regular,64
4611,2015-09-02T15:00:00.000Z,SC,São Cristóvão,O3,Regular,71
4612,2015-09-02T15:00:00.000Z,SP,Tijuca,O3,Regular,66
4613,2015-09-02T15:00:00.000Z,IR,Irajá,O3,Regular,86
4614,2015-09-02T15:00:00.000Z,BG,Bangu,O3,Regular,91
4615,2015-09-02T15:00:00.000Z,CG,Campo Grande,O3,Regular,84
4616,2015-09-02T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,84
4617,2015-09-03T15:00:00.000Z,CA,Centro,PI,Boa,41
4618,2015-09-03T15:00:00.000Z,AV,Copacabana,PI,Regular,58
4619,2015-09-03T15:00:00.000Z,SC,São Cristóvão,PI,Boa,30
4620,2015-09-03T15:00:00.000Z,SP,Tijuca,PI,Boa,40
4621,2015-09-03T15:00:00.000Z,IR,Irajá,PI,Boa,38
4622,2015-09-03T15:00:00.000Z,BG,Bangu,PI,Boa,37
4623,2015-09-03T15:00:00.000Z,CG,Campo Grande,O3,Boa,42
4624,2015-09-03T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,38
4625,2015-09-04T15:00:00.000Z,AV,Copacabana,PI,Regular,71
4626,2015-09-04T15:00:00.000Z,BG,Bangu,O3,Boa,50
4627,2015-09-04T15:00:00.000Z,CA,Centro,PI,Regular,62
4628,2015-09-04T15:00:00.000Z,CG,Campo Grande,PI,Boa,47
4629,2015-09-04T15:00:00.000Z,IR,Irajá,PI,Regular,61
4630,2015-09-04T15:00:00.000Z,PG,Pedra de Guaratiba,PI,Boa,47
4631,2015-09-04T15:00:00.000Z,SC,São Cristóvão,PI,Regular,65
4632,2015-09-04T15:00:00.000Z,SP,Tijuca,NO2,Boa,47
4633,2015-09-05T15:00:00.000Z,CA,Centro,O3,Boa,24
4634,2015-09-05T15:00:00.000Z,AV,Copacabana,PI,Boa,42
4635,2015-09-05T15:00:00.000Z,SC,São Cristóvão,O3,Boa,31
4636,2015-09-05T15:00:00.000Z,SP,Tijuca,O3,Boa,36
4637,2015-09-05T15:00:00.000Z,IR,Irajá,O3,Boa,41
4638,2015-09-05T15:00:00.000Z,BG,Bangu,O3,Boa,47
4639,2015-09-05T15:00:00.000Z,CG,Campo Grande,O3,Boa,38
4640,2015-09-05T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,33
4641,2015-09-06T15:00:00.000Z,CA,Centro,O3,Boa,20
4642,2015-09-06T15:00:00.000Z,AV,Copacabana,PI,Boa,37
4643,2015-09-06T15:00:00.000Z,SC,São Cristóvão,O3,Boa,24
4644,2015-09-06T15:00:00.000Z,SP,Tijuca,O3,Boa,24
4645,2015-09-06T15:00:00.000Z,IR,Irajá,O3,Boa,34
4646,2015-09-06T15:00:00.000Z,BG,Bangu,O3,Boa,30
4647,2015-09-06T15:00:00.000Z,CG,Campo Grande,O3,Boa,26
4648,2015-09-06T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,31
4649,2015-09-07T15:00:00.000Z,AV,Copacabana,PI,Regular,55
4650,2015-09-07T15:00:00.000Z,BG,Bangu,O3,Regular,54
4651,2015-09-07T15:00:00.000Z,CA,Centro,O3,Boa,21
4652,2015-09-07T15:00:00.000Z,CG,Campo Grande,O3,Boa,37
4653,2015-09-07T15:00:00.000Z,IR,Irajá,O3,Boa,38
4654,2015-09-07T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,43
4655,2015-09-07T15:00:00.000Z,SC,São Cristóvão,PI,Boa,25
4656,2015-09-07T15:00:00.000Z,SP,Tijuca,PI,Boa,25
4657,2015-09-08T15:00:00.000Z,CA,Centro,PI,Boa,34
4658,2015-09-08T15:00:00.000Z,AV,Copacabana,PI,Regular,53
4659,2015-09-08T15:00:00.000Z,SC,São Cristóvão,PI,Boa,39
4660,2015-09-08T15:00:00.000Z,SP,Tijuca,PI,Boa,33
4661,2015-09-08T15:00:00.000Z,IR,Irajá,PI,Boa,46
4662,2015-09-08T15:00:00.000Z,BG,Bangu,O3,Regular,54
4663,2015-09-08T15:00:00.000Z,CG,Campo Grande,O3,Boa,40
4664,2015-09-08T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,44
4665,2015-09-09T15:00:00.000Z,CA,Centro,O3,Boa,33
4666,2015-09-09T15:00:00.000Z,AV,Copacabana,PI,Boa,48
4667,2015-09-09T15:00:00.000Z,SC,São Cristóvão,O3,Boa,40
4668,2015-09-09T15:00:00.000Z,SP,Tijuca,O3,Boa,40
4669,2015-09-09T15:00:00.000Z,IR,Irajá,NO2,Boa,48
4670,2015-09-09T15:00:00.000Z,BG,Bangu,O3,Regular,51
4671,2015-09-09T15:00:00.000Z,CG,Campo Grande,NO2,Boa,43
4672,2015-09-09T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,43
4673,2015-09-10T15:00:00.000Z,CA,Centro,Indisponivel,Indisponivel,
4674,2015-09-10T15:00:00.000Z,AV,Copacabana,PI,Regular,53
4675,2015-09-10T15:00:00.000Z,SC,São Cristóvão,O3,Boa,33
4676,2015-09-10T15:00:00.000Z,SP,Tijuca,PI,Regular,56
4677,2015-09-10T15:00:00.000Z,IR,Irajá,PI,Boa,41
4678,2015-09-10T15:00:00.000Z,BG,Bangu,O3,Boa,49
4679,2015-09-10T15:00:00.000Z,CG,Campo Grande,O3,Boa,39
4680,2015-09-10T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,47
4681,2015-09-11T15:00:00.000Z,CA,Centro,PI,Boa,35
4682,2015-09-11T15:00:00.000Z,AV,Copacabana,PI,Regular,52
4683,2015-09-11T15:00:00.000Z,SC,São Cristóvão,PI,Boa,30
4684,2015-09-11T15:00:00.000Z,SP,Tijuca,PI,Boa,35
4685,2015-09-11T15:00:00.000Z,IR,Irajá,PI,Boa,42
4686,2015-09-11T15:00:00.000Z,BG,Bangu,O3,Boa,40
4687,2015-09-11T15:00:00.000Z,CG,Campo Grande,NO2,Boa,28
4688,2015-09-11T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,38
4689,2015-09-12T15:00:00.000Z,CA,Centro,O3,Boa,22
4690,2015-09-12T15:00:00.000Z,AV,Copacabana,PI,Boa,38
4691,2015-09-12T15:00:00.000Z,SC,São Cristóvão,O3,Boa,25
4692,2015-09-12T15:00:00.000Z,SP,Tijuca,NO2,Boa,35
4693,2015-09-12T15:00:00.000Z,IR,Irajá,O3,Boa,44
4694,2015-09-12T15:00:00.000Z,BG,Bangu,O3,Boa,46
4695,2015-09-12T15:00:00.000Z,CG,Campo Grande,O3,Boa,44
4696,2015-09-12T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,43
4697,2015-09-13T15:00:00.000Z,CA,Centro,O3,Boa,20
4698,2015-09-13T15:00:00.000Z,AV,Copacabana,PI,Boa,34
4699,2015-09-13T15:00:00.000Z,SC,São Cristóvão,O3,Boa,31
4700,2015-09-13T15:00:00.000Z,SP,Tijuca,O3,Boa,31
4701,2015-09-13T15:00:00.000Z,IR,Irajá,O3,Boa,32
4702,2015-09-13T15:00:00.000Z,BG,Bangu,O3,Boa,34
4703,2015-09-13T15:00:00.000Z,CG,Campo Grande,O3,Boa,34
4704,2015-09-13T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,35
4705,2015-09-14T15:00:00.000Z,CA,Centro,PI,Boa,23
4706,2015-09-14T15:00:00.000Z,AV,Copacabana,PI,Boa,32
4707,2015-09-14T15:00:00.000Z,SC,São Cristóvão,O3,Boa,25
4708,2015-09-14T15:00:00.000Z,SP,Tijuca,O3,Boa,24
4709,2015-09-14T15:00:00.000Z,IR,Irajá,O3,Boa,31
4710,2015-09-14T15:00:00.000Z,BG,Bangu,O3,Boa,35
4711,2015-09-14T15:00:00.000Z,CG,Campo Grande,O3,Boa,25
4712,2015-09-14T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,31
4713,2015-09-15T15:00:00.000Z,CA,Centro,PI,Boa,31
4714,2015-09-15T15:00:00.000Z,AV,Copacabana,PI,Boa,43
4715,2015-09-15T15:00:00.000Z,SC,São Cristóvão,O3,Boa,27
4716,2015-09-15T15:00:00.000Z,SP,Tijuca,O3,Boa,31
4717,2015-09-15T15:00:00.000Z,IR,Irajá,O3,Boa,42
4718,2015-09-15T15:00:00.000Z,BG,Bangu,O3,Regular,53
4719,2015-09-15T15:00:00.000Z,CG,Campo Grande,NO2,Boa,31
4720,2015-09-15T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,46
4721,2015-09-16T15:00:00.000Z,CA,Centro,PI,Boa,47
4722,2015-09-16T15:00:00.000Z,AV,Copacabana,PI,Regular,53
4723,2015-09-16T15:00:00.000Z,SC,São Cristóvão,PI,Boa,40
4724,2015-09-16T15:00:00.000Z,SP,Tijuca,O3,Boa,49
4725,2015-09-16T15:00:00.000Z,IR,Irajá,O3,Regular,60
4726,2015-09-16T15:00:00.000Z,BG,Bangu,O3,Regular,64
4727,2015-09-16T15:00:00.000Z,CG,Campo Grande,PI,Boa,44
4728,2015-09-16T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,47
4729,2015-09-17T15:00:00.000Z,CA,Centro,PI,Regular,61
4730,2015-09-17T15:00:00.000Z,AV,Copacabana,PI,Regular,61
4731,2015-09-17T15:00:00.000Z,SC,São Cristóvão,O3,Boa,38
4732,2015-09-17T15:00:00.000Z,SP,Tijuca,O3,Regular,68
4733,2015-09-17T15:00:00.000Z,IR,Irajá,O3,Regular,72
4734,2015-09-17T15:00:00.000Z,BG,Bangu,O3,Regular,72
4735,2015-09-17T15:00:00.000Z,CG,Campo Grande,O3,Regular,61
4736,2015-09-17T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,56
4737,2015-09-18T15:00:00.000Z,CA,Centro,PI,Regular,59
4738,2015-09-18T15:00:00.000Z,AV,Copacabana,PI,Regular,71
4739,2015-09-18T15:00:00.000Z,SC,São Cristóvão,PI,Regular,66
4740,2015-09-18T15:00:00.000Z,SP,Tijuca,O3,Regular,63
4741,2015-09-18T15:00:00.000Z,IR,Irajá,O3,Inadequada,155
4742,2015-09-18T15:00:00.000Z,BG,Bangu,PI,Regular,82
4743,2015-09-18T15:00:00.000Z,CG,Campo Grande,O3,Regular,63
4744,2015-09-18T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,78
4745,2015-09-19T15:00:00.000Z,CA,Centro,PI,Regular,60
4746,2015-09-19T15:00:00.000Z,AV,Copacabana,PI,Regular,75
4747,2015-09-19T15:00:00.000Z,SC,São Cristóvão,O3,Regular,83
4748,2015-09-19T15:00:00.000Z,SP,Tijuca,O3,Inadequada,107
4749,2015-09-19T15:00:00.000Z,IR,Irajá,O3,Má,207
4750,2015-09-19T15:00:00.000Z,BG,Bangu,O3,Má,201
4751,2015-09-19T15:00:00.000Z,CG,Campo Grande,O3,Regular,84
4752,2015-09-19T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Inadequada,118
4753,2015-09-20T15:00:00.000Z,CA,Centro,PI,Regular,52
4754,2015-09-20T15:00:00.000Z,AV,Copacabana,PI,Regular,66
4755,2015-09-20T15:00:00.000Z,SC,São Cristóvão,O3,Regular,89
4756,2015-09-20T15:00:00.000Z,SP,Tijuca,O3,Má,202
4757,2015-09-20T15:00:00.000Z,IR,Irajá,O3,Má,205
4758,2015-09-20T15:00:00.000Z,BG,Bangu,O3,Má,209
4759,2015-09-20T15:00:00.000Z,CG,Campo Grande,O3,Inadequada,161
4760,2015-09-20T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,87
4761,2015-09-21T15:00:00.000Z,CA,Centro,O3,Boa,34
4762,2015-09-21T15:00:00.000Z,AV,Copacabana,PI,Regular,58
4763,2015-09-21T15:00:00.000Z,SC,São Cristóvão,O3,Boa,45
4764,2015-09-21T15:00:00.000Z,SP,Tijuca,O3,Regular,68
4765,2015-09-21T15:00:00.000Z,IR,Irajá,O3,Regular,63
4766,2015-09-21T15:00:00.000Z,BG,Bangu,O3,Regular,93
4767,2015-09-21T15:00:00.000Z,CG,Campo Grande,O3,Regular,79
4768,2015-09-21T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,55
4769,2015-09-22T15:00:00.000Z,CA,Centro,PI,Regular,54
4770,2015-09-22T15:00:00.000Z,AV,Copacabana,PI,Regular,67
4771,2015-09-22T15:00:00.000Z,SC,São Cristóvão,PI,Regular,60
4772,2015-09-22T15:00:00.000Z,SP,Tijuca,PI,Regular,66
4773,2015-09-22T15:00:00.000Z,IR,Irajá,O3,Regular,95
4774,2015-09-22T15:00:00.000Z,BG,Bangu,O3,Inadequada,144
4775,2015-09-22T15:00:00.000Z,CG,Campo Grande,O3,Regular,69
4776,2015-09-22T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,54
4777,2015-09-23T15:00:00.000Z,CA,Centro,PI,Regular,53
4778,2015-09-23T15:00:00.000Z,AV,Copacabana,PI,Regular,65
4779,2015-09-23T15:00:00.000Z,SC,São Cristóvão,O3,Regular,68
4780,2015-09-23T15:00:00.000Z,SP,Tijuca,PI,Regular,68
4781,2015-09-23T15:00:00.000Z,IR,Irajá,O3,Má,202
4782,2015-09-23T15:00:00.000Z,BG,Bangu,O3,Má,201
4783,2015-09-23T15:00:00.000Z,CG,Campo Grande,O3,Má,200
4784,2015-09-23T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,80
4785,2015-09-24T15:00:00.000Z,CA,Centro,O3,Regular,69
4786,2015-09-24T15:00:00.000Z,AV,Copacabana,PI,Regular,80
4787,2015-09-24T15:00:00.000Z,SC,São Cristóvão,O3,Regular,88
4788,2015-09-24T15:00:00.000Z,SP,Tijuca,O3,Inadequada,156
4789,2015-09-24T15:00:00.000Z,IR,Irajá,O3,Má,201
4790,2015-09-24T15:00:00.000Z,BG,Bangu,O3,Má,204
4791,2015-09-24T15:00:00.000Z,CG,Campo Grande,O3,Inadequada,134
4792,2015-09-24T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,81
4793,2015-09-25T15:00:00.000Z,CA,Centro,PI,Regular,84
4794,2015-09-25T15:00:00.000Z,AV,Copacabana,PI,Regular,98
4795,2015-09-25T15:00:00.000Z,SC,São Cristóvão,O3,Inadequada,103
4796,2015-09-25T15:00:00.000Z,SP,Tijuca,O3,Regular,90
4797,2015-09-25T15:00:00.000Z,IR,Irajá,O3,Regular,89
4798,2015-09-25T15:00:00.000Z,BG,Bangu,O3,Regular,86
4799,2015-09-25T15:00:00.000Z,CG,Campo Grande,O3,Regular,86
4800,2015-09-25T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,93
4801,2015-09-26T15:00:00.000Z,CA,Centro,PI,Regular,57
4802,2015-09-26T15:00:00.000Z,AV,Copacabana,PI,Regular,68
4803,2015-09-26T15:00:00.000Z,SC,São Cristóvão,O3,Regular,72
4804,2015-09-26T15:00:00.000Z,SP,Tijuca,O3,Regular,76
4805,2015-09-26T15:00:00.000Z,IR,Irajá,O3,Inadequada,103
4806,2015-09-26T15:00:00.000Z,BG,Bangu,O3,Regular,93
4807,2015-09-26T15:00:00.000Z,CG,Campo Grande,O3,Regular,82
4808,2015-09-26T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,73
4809,2015-09-27T15:00:00.000Z,CA,Centro,O3,Boa,50
4810,2015-09-27T15:00:00.000Z,AV,Copacabana,PI,Regular,55
4811,2015-09-27T15:00:00.000Z,SC,São Cristóvão,O3,Regular,81
4812,2015-09-27T15:00:00.000Z,SP,Tijuca,O3,Regular,94
4813,2015-09-27T15:00:00.000Z,IR,Irajá,O3,Regular,100
4814,2015-09-27T15:00:00.000Z,BG,Bangu,O3,Inadequada,177
4815,2015-09-27T15:00:00.000Z,CG,Campo Grande,O3,Regular,88
4816,2015-09-27T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,68
4817,2015-09-28T15:00:00.000Z,BG,Bangu,O3,Inadequada,166
4818,2015-09-28T15:00:00.000Z,CA,Centro,O3,Regular,52
4819,2015-09-28T15:00:00.000Z,IR,Irajá,O3,Regular,81
4820,2015-09-28T15:00:00.000Z,SC,São Cristóvão,O3,Regular,54
4821,2015-09-28T15:00:00.000Z,SP,Tijuca,O3,Regular,81
4822,2015-09-28T15:00:00.000Z,AV,Copacabana,PI,Regular,65
4823,2015-09-28T15:00:00.000Z,CG,Campo Grande,O3,Inadequada,122
4824,2015-09-28T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,65
4825,2015-09-29T15:00:00.000Z,CA,Centro,O3,Boa,40
4826,2015-09-29T15:00:00.000Z,AV,Copacabana,PI,Regular,54
4827,2015-09-29T15:00:00.000Z,SC,São Cristóvão,O3,Boa,50
4828,2015-09-29T15:00:00.000Z,SP,Tijuca,O3,Regular,62
4829,2015-09-29T15:00:00.000Z,IR,Irajá,O3,Boa,48
4830,2015-09-29T15:00:00.000Z,BG,Bangu,O3,Regular,59
4831,2015-09-29T15:00:00.000Z,CG,Campo Grande,O3,Regular,53
4832,2015-09-29T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,61
4833,2015-09-30T15:00:00.000Z,CA,Centro,O3,Boa,19
4834,2015-09-30T15:00:00.000Z,AV,Copacabana,PI,Regular,56
4835,2015-09-30T15:00:00.000Z,SC,São Cristóvão,PI,Boa,49
4836,2015-09-30T15:00:00.000Z,SP,Tijuca,PI,Regular,53
4837,2015-09-30T15:00:00.000Z,IR,Irajá,PI,Regular,53
4838,2015-09-30T15:00:00.000Z,BG,Bangu,PI,Regular,59
4839,2015-09-30T15:00:00.000Z,CG,Campo Grande,PI,Regular,52
4840,2015-09-30T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,40
4841,2015-10-01T15:00:00.000Z,CA,Centro,PI,Regular,52
4842,2015-10-01T15:00:00.000Z,AV,Copacabana,PI,Regular,57
4843,2015-10-01T15:00:00.000Z,SC,São Cristóvão,PI,Regular,53
4844,2015-10-01T15:00:00.000Z,SP,Tijuca,PI,Regular,57
4845,2015-10-01T15:00:00.000Z,IR,Irajá,NO2,Regular,57
4846,2015-10-01T15:00:00.000Z,BG,Bangu,O3,Regular,63
4847,2015-10-01T15:00:00.000Z,CG,Campo Grande,PI,Boa,48
4848,2015-10-01T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Boa,46
4849,2015-10-02T15:00:00.000Z,BG,Bangu,O3,Regular,91
4850,2015-10-02T15:00:00.000Z,CA,Centro,PI,Boa,50
4851,2015-10-02T15:00:00.000Z,CG,Campo Grande,NO2,Regular,53
4852,2015-10-02T15:00:00.000Z,IR,Irajá,O3,Regular,72
4853,2015-10-02T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,62
4854,2015-10-02T15:00:00.000Z,AV,Copacabana,PI,Regular,60
4855,2015-10-02T15:00:00.000Z,SP,Tijuca,PI,Boa,49
4856,2015-10-02T15:00:00.000Z,SC,São Cristóvão,O3,Regular,51
4857,2015-10-03T15:00:00.000Z,CA,Centro,O3,Regular,55
4858,2015-10-03T15:00:00.000Z,AV,Copacabana,PI,Regular,62
4859,2015-10-03T15:00:00.000Z,SC,São Cristóvão,O3,Regular,60
4860,2015-10-03T15:00:00.000Z,SP,Tijuca,O3,Regular,57
4861,2015-10-03T15:00:00.000Z,IR,Irajá,O3,Regular,62
4862,2015-10-03T15:00:00.000Z,BG,Bangu,O3,Regular,86
4863,2015-10-03T15:00:00.000Z,CG,Campo Grande,PI,Regular,54
4864,2015-10-03T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,62
4865,2015-10-04T15:00:00.000Z,CA,Centro,O3,Boa,31
4866,2015-10-04T15:00:00.000Z,AV,Copacabana,PI,Boa,44
4867,2015-10-04T15:00:00.000Z,SC,São Cristóvão,O3,Boa,47
4868,2015-10-04T15:00:00.000Z,SP,Tijuca,O3,Boa,48
4869,2015-10-04T15:00:00.000Z,IR,Irajá,O3,Boa,43
4870,2015-10-04T15:00:00.000Z,BG,Bangu,O3,Regular,55
4871,2015-10-04T15:00:00.000Z,CG,Campo Grande,O3,Regular,53
4872,2015-10-04T15:00:00.000Z,PG,Pedra de Guaratiba,O3,Regular,53
4873,2015-10-05T15:00:00.000Z,AV,Copacabana,PI,Boa,27
4874,2015-10-05T15:00:00.000Z,BG,Bangu,O3,Boa,27
